id,triggerDesc,actionDesc,deviceCategory
pngfYBDt,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turns on the selected wemo light",Light
ppBN7YXF,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
ppNQAErJ,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on a slow color loop effect for your hue lights",Light
ppRag4Jr,WHEN a selected member arrives,", THEN set your aura to away scene",Light
ppZMEY5m,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
ppsWXtMc,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
ppuESkhr,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights",Light
pqKNV8js,WHEN every time you enter an area you specify,", THEN turn a wemo insight switch on",Generic/Other
pqea3NC5,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
pqmKY8WM,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
pruqPsNH,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
ps9QSmvM,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event",Thermostat/Heating
psRYWJHn,WHEN every time your WeMo Switch is turned on,", THEN turn a wemo switch on",Generic/Other
psau4Zgq,WHEN the scene is changed to the selected scene,", THEN set your aura to night scene",Light
psdHfBbY,WHEN a selected member arrives,", THEN set your aura to away scene",Light
psgzQHdU,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene",Light
pshFdMmP,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
psxZB826,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off your hue lights",Light
ptEXFvkr,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
ptG5zhRX,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene",Light
pthDw2VB,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
ptuHrYMg,WHEN every family member has left,", THEN set your home to away mode",Thermostat/Heating
pu48vJGW,WHEN a selected member arrives,", THEN set your aura to away scene",Light
puxn6igW,WHEN every single day at a specific time set by you,", THEN change the color of your hue lights",Light
puzyQFgE,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
pvey6MBZ,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
pwGvC3XW,WHEN a selected member arrives,", THEN set your aura to away scene",Light
pwMv5thJ,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene",Light
pwQXns3b,WHEN within 15 minutes of the sunset in your location,", THEN turn on your smartthings devices that support switching on",Generic/Other
pwU5nxXT,WHEN only on specific days of the week at the time you provide,", THEN change the color of your hue lights",Light
pweUsATX,WHEN every family member has left,", THEN turn a wemo switch off",Generic/Other
pwjm8S2Y,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
pwuHkh4Q,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
pwy8K5SB,WHEN a selected member arrives,", THEN set your aura to away scene",Light
pxbMTfJD,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
pxniQaTz,WHEN every time you add an item to your To Do List,", THEN set a nest thermostat to the temperature you specify",Thermostat/Heating
pxtTGFYc,WHEN every time a specific user you are subscribed to makes a new video public,", THEN change your light's brightness to the specified level",Light
pyqE5UWQ,WHEN every time your WeMo Light Switch is turned on or off with a long press over two seconds,", THEN change your hue lights to a randomly selected color",Light
pzMiwYk4,WHEN only on specific days of the week at the time you provide,", THEN briefly turn your hue lights off THEN back on",Light
pzXd6EM7,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
pza4PreN,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
pzw3kP2E,WHEN within 15 minutes of the sunrise in your location,", THEN turn a wemo switch on",Generic/Other
q2kHmKhZ,WHEN your Arlo device detects motion,", THEN turn on a device",Generic/Other
q43aAYq7,WHEN a selected member arrives,", THEN set your aura to away scene",Light
q4Grydca,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene",Light
q4mbgJ3k,WHEN a selected member leaves,", THEN set your aura to away scene",Light
q4pQfHMJ,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene",Light
q5ErPeqX,WHEN Aura detects motion,", THEN set your aura to home scene",Light
q5Xdcsfe,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
q5tG2d9F,WHEN every time you press the button,", THEN turn off your hue lights",Light
q6LHQsRp,WHEN every time you double press your Misfit Flash button,", THEN toggle your hue lights on or off",Light
q6ixGPpC,WHEN every time you exit an area you specify,", THEN set the thermostat into a hold using the settings from the specified comfort profile",Thermostat/Heating
q7ajBdy8,WHEN every time you exit an area you specify,", THEN turn off your hue lights",Light
q8WKQDP2,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
q8f9Egre,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
q97XwUFM,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
q9HRfjDP,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn a wemo switch on",Generic/Other
q9U8QkRc,WHEN Aura detects motion,", THEN set your aura to away scene",Light
qA5d4kbc,WHEN every time you exit an area you specify,", THEN activate a selected scene from your account",Generic/Other
qA7bmngR,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qAXRVdqH,WHEN a selected member arrives,", THEN set your aura to away scene",Light
qAvBxte3,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qB6Cgrb8,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene",Light
qBCtbcr7,WHEN an event is triggered from your litter robot,", THEN clean a specific room in your home",Generic/Other
qBGWFzDH,WHEN a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase,", THEN toggle a wemo light switch on or off",Light
qBQ4brYP,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN turn off your hue lights",Light
qBp4cD3u,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qC8sZiE7,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
qCYSFbnw,WHEN a selected member arrives,", THEN set your aura to away scene",Light
qDakYX8B,WHEN only on specific days of the week at the time you provide,", THEN turn your lights on",Light
qDkpysVb,WHEN your Arlo device detects motion,", THEN change the color of your hue lights",Light
qDnZkPL4,WHEN a door is opened,", THEN turn on your smartthings devices that support switching on",Generic/Other
qDv7GPzV,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qDw2fFgV,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene",Light
qE37n96q,WHEN every time you enter an area you specify,", THEN turn on your hue lights",Light
qEDihPpM,WHEN a selected member arrives,", THEN set your aura to away scene",Light
qEHXMYLP,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
qESnx23N,WHEN you were killed in Rust while you were not playing the game,", THEN briefly turn your hue lights off THEN back on",Light
qF6JnVMs,WHEN you were killed in Rust while you were not playing the game,", THEN briefly turn your hue lights off THEN back on",Light
qFMjfwP7,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
qFiNRZfj,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn your lights off",Light
qG73b5BR,WHEN the scene is changed to the selected scene,", THEN set your aura to night scene",Light
qG7cjBdm,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set a nest thermostat in heat-cool mode to the temperature range you specify",Thermostat/Heating
qGQfZq2F,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene",Light
qGTD3XQx,WHEN Aura detects motion,", THEN set your aura to home scene",Light
qGYKetLN,WHEN every time you miss a phone call on your Android device,", THEN briefly turn your hue lights off THEN back on",Light
qGrsSxdJ,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene",Light
qHPtFr5G,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
qJH4XtEY,WHEN for an account that is on a dynamic pricing plan such as the Residential Hourly Pricing program or other real time market rates whenever the average price changes,", THEN turn a wemo switch off",Generic/Other
qJSbxviw,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qJdyzDK4,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qJrQTm3V,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
qJrV8kc2,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene",Light
qJuK6nPa,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene",Light
qKB8MgSV,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off the device/group of your choosing",Generic/Other
qKC7LSaY,WHEN every time you add an item to your To Do List,", THEN set a nest thermostat to the temperature you specify",Thermostat/Heating
qKLz47N6,WHEN a selected member arrives,", THEN set your aura to away scene",Light
qKtYdXz7,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qLDF2dEC,WHEN every time your alarm goes off,", THEN turn your lights on",Light
qLTzgxRc,WHEN every time you create a new plain text status message on Facebook,", THEN briefly turn your hue lights off THEN back on",Light
qLfebgPv,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights",Light
qLjmvdbz,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on, turn off or toggle your lights",Light
qLqNQnRw,WHEN Aura detects motion,", THEN set your aura to away scene",Light
qM52uxti,WHEN every time you press the button,", THEN trigger the specified bot to turn on the switch",Generic/Other
qM7E9VCx,WHEN only on specific days of the week at the time you provide,", THEN briefly turn your hue lights off THEN back on",Light
qMDT7W9i,WHEN every time you add a new reminder,", THEN briefly turn your hue lights off THEN back on",Light
qMkGz7Cv,WHEN once a year on the date and time you specify,", THEN briefly turn your hue lights off THEN back on",Light
qMubJL3C,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qN8K974w,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qNAkyM6F,WHEN every time your WeMo Light Switch is turned on or off with a long press over two seconds,", THEN toggle a wemo insight switch on or off",Generic/Other
qNjYazfG,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qP2qbBgy,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qP2wY3AS,WHEN a selected member arrives,", THEN set your aura to away scene",Light
qP4hTYi3,WHEN a selected member leaves,", THEN set your aura to guardian scene",Light
qPhRymsC,WHEN every time your WeMo Light Switch is turned on or off with a long press over two seconds,", THEN turn off your hue lights",Light
qPoD9eET,WHEN every time you are tagged you in a new photo,", THEN make your lights quickly blink the color of your choice",Light
qQMimAnT,WHEN a selected member arrives,", THEN set your aura to away scene",Light
qQR74pF3,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene",Light
qQt4A6PN,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qQwxHBuj,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qR4AYqLz,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qRyCi2WQ,WHEN every time your timer goes off,", THEN make your lights quickly blink the color of your choice",Light
qSXMRWxT,WHEN Aura detects motion,", THEN set your aura to away scene",Light
qSdQjuFV,WHEN there is a new membership for your channel,", THEN set your lights to a specified brightness",Light
qShxkReE,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qSiWgtAP,WHEN every single day at a specific time set by you,", THEN turn on your hue lights",Light
qTrMEBSk,WHEN every single day at a specific time set by you,", THEN turn on your hue lights",Light
qTybDuGt,WHEN within 15 minutes of the sunset in your location,", THEN turn your lights on",Light
qU3LrEqb,WHEN every time the home you specify is set to Home,", THEN turn a wemo switch on",Generic/Other
qU73MNgW,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qUAGueMF,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene",Light
qUCfvWxq,WHEN every time you press the button,", THEN enable the indicated timer",Air/Climate
qURdnHv6,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qUVSrKjv,WHEN within 15 minutes of the sunrise in your location,", THEN change the color of your hue lights",Light
qUVn3krp,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
qUgBvhN5,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qUkTRzaq,WHEN a selected member arrives,", THEN set your aura to away scene",Light
qUy23KLv,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on, turn off or toggle your lights",Light
qVFJYKXn,WHEN Aura detects motion,", THEN set your aura to away scene",Light
qVFpfL7X,WHEN Aura detects motion,", THEN set your aura to guardian scene",Light
qVWqp94u,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qW5QCJ6y,WHEN every single day at a specific time set by you,", THEN turn on your hue lights",Light
qWMJPh6q,WHEN once a year on the date and time you specify,", THEN turn off your hue lights",Light
qWmfishV,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qWtKnuJd,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
qXGDfSqm,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qXhxQ4an,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qXqps9bU,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qXuEgrns,WHEN every single day at a specific time set by you,", THEN change the color of your hue lights",Light
qYc2aUgA,WHEN every time a new item in the feed you specify contains a particular keyword or simple phrase,", THEN change the color of your hue lights",Light
qYpLrheK,WHEN every time you enter an area you specify,", THEN the action will set the temperature on the selected heatmiser thermostat",Thermostat/Heating
qZFg7Uvk,WHEN a selected member arrives,", THEN set your aura to away scene",Light
qZeAmXtf,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights",Light
qaQ56iKf,WHEN within 15 minutes of the sunset in your location,", THEN turn on a slow color loop effect for your hue lights",Light
qabu3WYk,WHEN a selected member arrives,", THEN set your aura to away scene",Light
qahcsvK6,WHEN a selected member arrives,", THEN set your aura to away scene",Light
qazHk9gM,WHEN every time your Android device is plugged in,", THEN turn off your hue lights",Light
qbtkQEnA,WHEN every time you exit an area you specify,", THEN set the heating mode to off",Thermostat/Heating
qcEspTSr,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qcsBNDCw,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qd6QMRm9,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
qdKa6bG4,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qdVyLpi4,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qdcuKxvn,WHEN only on specific days of the week at the time you provide,", THEN turn a wemo switch on",Generic/Other
qduGkAi8,WHEN every time your timer goes off,", THEN briefly turn your hue lights off THEN back on",Light
qeG3E7LS,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on your hue lights",Light
qeHsP8cV,WHEN only on specific days of the week at the time you provide,", THEN turn a wemo switch off",Generic/Other
qf36q8JQ,WHEN every single day at a specific time set by you,", THEN turn on, turn off or toggle your lights",Light
qfHcGUM6,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your hue lights",Light
qfmi3XN9,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
qgEM3zhn,WHEN every time you enter an area you specify,", THEN order your home to go back to default schedule",Thermostat/Heating
qgeNdvaw,WHEN every time you enter an area you specify,", THEN turn a wemo light switch on",Light
qgtCHQEG,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qgvU7iAa,WHEN every time the International Space Station passes over a location you specify,", THEN briefly turn your hue lights off THEN back on",Light
qh2f3neG,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qhKWL8yC,WHEN every time you enter an area you specify,", THEN turn your aros a/c on and set to a temperature you specify",Thermostat/Heating
qhst2GqQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qiARtyhZ,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turns off the selected wemo light",Light
qjszWqy3,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qju8ZiF5,WHEN every time your Android device connects to a WiFi network you specify,", THEN turn on a device",Generic/Other
qk2Au3MP,WHEN every single day at a specific time set by you,", THEN turn your lights on",Light
qkBKWqUF,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene",Light
qmWvUGZX,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
qmrzQGhq,WHEN within 15 minutes of the sunrise in your location,", THEN turn off your smartthings devices that support switching off",Generic/Other
qnGTr6hx,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene",Light
qnHDsmYp,WHEN within 15 minutes of the sunset in your location,", THEN turn a wemo switch on",Generic/Other
qnjytvL7,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set a nest thermostat to the temperature you specify",Thermostat/Heating
qnt5D3UQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qp83Cawe,WHEN a selected member arrives,", THEN set your aura to home scene",Light
qpMwLdSJ,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
qpYL4sGm,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qpYk4UCA,WHEN a selected member arrives,", THEN set your aura to away scene",Light
qpgFD7xN,WHEN every time you like a tweet,", THEN change your lights to a specified color",Light
qpgJkt9H,WHEN every single day at a specific time set by you,", THEN briefly turn your hue lights off THEN back on",Light
qq2AQ3VY,WHEN within 15 minutes of the sunset in your location,", THEN turn on the device/group of your choosing",Generic/Other
qqQk6hpF,WHEN a selected member arrives,", THEN set your aura to away scene",Light
qqREsZ59,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qqcLiwEM,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qqzCVQJ4,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qrixKVLP,WHEN every time the home you specify is set to Away,", THEN turn a wemo switch on",Generic/Other
qs2riN4v,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qsCMBKSm,WHEN every time a motion event is detected,", THEN turn a wemo switch off",Generic/Other
qsnJzgcE,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qswFGTSq,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qt5RkJMp,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on the device/group of your choosing",Generic/Other
qtNGzZMW,WHEN only on specific days of the week at the time you provide,", THEN turn your lights on",Light
qtQE2Nen,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set a nest thermostat to the temperature you specify",Thermostat/Heating
qtvG7M9b,WHEN every single day at a specific time set by you,", THEN turn a wemo light switch off",Light
quTjAS3D,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qubLQ9KN,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
queg4yUS,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qvGjSXVE,WHEN every time your Android device connects to a WiFi network you specify,", THEN set the thermostat into a hold using the settings from the specified comfort profile",Thermostat/Heating
qvR3PML5,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
qvYjWtiM,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn a wemo light switch off",Light
qvZenSaD,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
qvfyZsGc,WHEN a selected member leaves,", THEN set your aura to away scene",Light
qvxnAJLG,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene",Light
qw9qDbGW,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN turn a wemo switch off THEN immediately back on",Generic/Other
qwD5quHC,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qwFrCK2W,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
qwPD2Vpg,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qwrkbA2d,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
qwxWiY3j,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights",Light
qxawi826,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
qxsXw6fr,WHEN once a year on the date and time you specify,", THEN change the color of your hue lights to match the dominant colors found in an image you specify",Light
qyAcihkw,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
qyMxbiKQ,WHEN your Arlo device detects motion,", THEN turn on your hue lights",Light
qyv2PHiS,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
qz6BdUna,WHEN Aura detects motion when set to Night scene,", THEN set your aura to guardian scene",Light
qzCAk3St,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn a wemo dimmer off",Generic/Other
qzdgYDLc,WHEN only on specific days of the week at the time you provide,", THEN turn a wemo light switch on",Light
qzk5eXsZ,WHEN every time your Android device disconnects from a WiFi network you specify,", THEN turn off your hue lights",Light
qzqp7LNU,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN turn a wemo switch off THEN immediately back on",Generic/Other
r2G9THUc,WHEN every time your WeMo Light Switch is turned on or off with a long press over two seconds,", THEN change your hue lights to a randomly selected color",Light
r2v7xEqy,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
r39QeYt8,WHEN every time you enter an area you specify,", THEN set your lights to a pre-defined scene",Light
r3KXQeMd,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
r3dUnzqE,WHEN every time you add an item to your To Do List,", THEN set a nest thermostat to the temperature you specify",Thermostat/Heating
r46Zs3Mh,WHEN every single day at a specific time set by you,", THEN turn off one of your mi|home devices",Generic/Other
r4bE3FhN,WHEN a selected member arrives,", THEN set your aura to away scene",Light
r4g8D6H2,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
r4varYQV,WHEN every time your timer goes off,", THEN make your lights quickly blink the color of your choice",Light
r5Aup7UR,WHEN your order is in the oven,", THEN change the color of your hue lights",Light
r6gzGKiN,WHEN within 15 minutes of the sunset in your location,", THEN set a scene on your hue lights",Light
r6qx4Qji,WHEN only on specific days of the week at the time you provide,", THEN change the color of your hue lights",Light
r6wyudJi,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN set the honeywell thermostat fan to on where the fan is always on or auto where the fan runs only when the heating or cooling system is on",Thermostat/Heating
r7Ls4DbA,WHEN a selected member arrives,", THEN set your aura to away scene",Light
r7vq4Pnz,WHEN within 15 minutes of the sunset in your location,", THEN dim or brighten your hue lights to a value between 0-100",Light
r8s4Sw3Q,WHEN within 15 minutes of the sunset in your location,", THEN turn on a device",Generic/Other
r98QpqeN,WHEN within 15 minutes of the sunrise in your location,", THEN turn off your hue lights",Light
r9CVjbXE,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN dim or brighten your hue lights to a value between 0-100",Light
r9GzEXwS,WHEN every time the Nest Protect you specify detects dangerous smoke levels,", THEN turns on the selected wemo light",Light
r9ReSVK8,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on, turn off or toggle your lights",Light
r9xVKmGC,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rANjfiP3,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
rAVicPjT,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
rArqhWyf,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
rBh8LpeY,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
rBxVmXLH,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
rC5WHbSV,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on your hue lights",Light
rCHje9z3,WHEN every time you enter an area you specify,", THEN set your honeywell thermostat to hold a temperature for a specified period of time",Thermostat/Heating
rCKZpFqk,WHEN a selected member leaves,", THEN set your aura to guardian scene",Light
rCPxLsy5,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
rCWn2LsV,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN activate a scene",Light
rCYcLmq8,WHEN every single day at a specific time set by you,", THEN change the color of your lights",Light
rCnDAQfx,WHEN every time you create a new plain text status message on Facebook,", THEN briefly turn your hue lights off THEN back on",Light
rDYENsvT,WHEN Aura detects motion,", THEN set your aura to home scene",Light
rEAxGs7w,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
rED7muGV,WHEN a selected member arrives,", THEN set your aura to night scene",Light
rEJFHsmh,WHEN every time you press the button,", THEN trigger the specified bot to press the switch",Generic/Other
rEPMTd8D,WHEN a selected member leaves,", THEN set your aura to guardian scene",Light
rEa8qhpL,WHEN a selected member arrives,", THEN set your aura to away scene",Light
rEfi6NTP,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene",Light
rEwPmqUt,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
rFRVWTHx,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights",Light
rG85C7xR,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene",Light
rGLfvp4W,WHEN every single day at a specific time set by you,", THEN turn off your hue lights",Light
rGWJUsPi,WHEN a selected member leaves,", THEN set your aura to away scene",Light
rGzk25FP,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
rH2w4USa,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
rH9yVWed,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN set the light to specified color",Light
rHQ86bvW,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN activate a scene",Light
rHjq6Jxf,WHEN every time you are tagged you in a new photo,", THEN turn a wemo switch off THEN immediately back on",Generic/Other
rHnMkzhg,WHEN every time you enter an area you specify,", THEN turn on your hue lights",Light
rJk4FZgd,WHEN Aura detects motion when set to Night scene,", THEN set your aura to guardian scene",Light
rKSWJDHi,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
rKwpsfyH,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
rLazgtHX,WHEN a selected member arrives,", THEN set your aura to away scene",Light
rLiKG8zc,WHEN every time you press the button,", THEN toggle a device",Generic/Other
rLrYRV3J,WHEN every time you enter an area you specify,", THEN set a nest thermostat to the temperature you specify",Thermostat/Heating
rLsYWa5m,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
rLuP36hc,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene",Light
rMB6ytun,WHEN a selected member arrives,", THEN set your aura to away scene",Light
rMK8dWjb,WHEN once a year on the date and time you specify,", THEN turn on a slow color loop effect for your hue lights",Light
rMatr4YA,WHEN within 15 minutes of the sunset in your location,", THEN dim or brighten your hue lights to a value between 0-100",Light
rMeTYyPJ,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
rMhsGKr2,WHEN Aura detects motion,", THEN set your aura to away scene",Light
rN8f4WkE,WHEN every time you add an item to your To Do List,", THEN change the color of your hue lights",Light
rNc3aym5,WHEN Aura detects motion,", THEN set your aura to guardian scene",Light
rNmUPRk7,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
rNsV4ReU,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
rPdpCtT6,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
