id,triggerDesc,actionDesc
s62mKEWq,WHEN every time your SmartThings device is switched off,", THEN lock your smartthings devices that support locking"
s69Uk5ia,WHEN you tap a gesture with a custom IFTTT task matching the ID of this trigger,", THEN set your lights to a pre-defined scene"
s6Ar7Tu5,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
s6XP4Duj,WHEN once a year on the date and time you specify,", THEN change the color of your hue lights"
s6dPeV3q,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
s6iReWTU,WHEN a selected member arrives,", THEN set your aura to away scene"
s6yAm2Ht,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on the device/group of your choosing"
s72gpeW4,WHEN at the hours where electricity in Denmark is expensive,", THEN set the freezer temperature"
s7BAKeqf,WHEN every time your WeMo Switch is turned on,", THEN turn on your hue lights"
s7DZdWa4,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
s7GhDgRK,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
s7RCmDi4,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
s8KZ9ENx,WHEN every time you enter an area you specify,", THEN execute the indicated scene"
s8XUPpyK,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
s8XW6Hru,WHEN within 15 minutes of the sunset in your location,", THEN dim or brighten your hue lights to a value between 0-100"
s8cJqMx4,WHEN every single day at a specific time set by you,", THEN change the color of your hue lights"
s8qXv9Mg,WHEN every single day at a specific time set by you,", THEN turn your lights on"
s98s2XwC,WHEN only on specific days of the week at the time you provide,", THEN turn a wemo switch off"
s9zrWLXf,WHEN whenever a motion sensor detects movement nearby,", THEN turn on the selected light(s)"
sABvJjES,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
sAMR78Yy,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
sArsmWVM,WHEN every time you press the button,", THEN order your home to go back to default schedule"
sAz4BsMt,WHEN every time someone unknown rings the doorbell connected to the Opener,", THEN briefly turn your hue lights off THEN back on"
sB5qJ82h,WHEN a selected member arrives,", THEN set your aura to guardian scene"
sB8vUxkL,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
sBkZ86vS,WHEN every time you press the button,", THEN set a scene on your hue lights"
sBuqmSUM,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
sBybFXpc,WHEN within 15 minutes of the sunrise in your location,", THEN turn on your hue lights"
sChknXTJ,WHEN a Motion Sensor becomes clear,", THEN turn off your hue lights"
sCt5rqJK,WHEN a selected member arrives,", THEN set your aura to guardian scene"
sDeuv8Kn,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
sDvbhJBu,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
sDxkfeMB,WHEN within 15 minutes of the sunset in your location,", THEN dim or brighten your hue lights to a value between 0-100"
sE2Mukg5,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
sED3NYpH,WHEN a selected member arrives,", THEN set your aura to away scene"
sEi3x72v,WHEN every single day at a specific time set by you,", THEN turn off your smartthings devices that support switching off"
sEqfPzjJ,WHEN every time you create a new link post on Facebook,", THEN briefly turn your hue lights off THEN back on"
sF5cCgLw,WHEN every time the specified lock is unlocked,", THEN turn a wemo light switch on THEN immediately back off"
sFAJya8x,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
sFJ92vTh,WHEN a selected member arrives,", THEN set your aura to guardian scene"
sFbhD6ve,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
sFeVkCRb,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN switch on your light"
sFgSGLir,WHEN every time you press the button,", THEN toggle a device"
sFhHpXUD,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
sFqwfpkP,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
sFwENSyZ,WHEN only on specific days of the week at the time you provide,", THEN activate a selected scene from your account"
sG2Br54t,WHEN every time your SmartThings device's presence is no longer detected,", THEN turn a wemo switch off"
sGPivHCK,WHEN your Arlo device detects motion,", THEN briefly turn your hue lights off THEN back on"
sH6BUVDe,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on your hue lights"
sHajKeMY,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
sHdmFPzp,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
sHpmEJxw,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
sJ2Da3qy,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
sJCNu8nc,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene"
sJChY7vp,WHEN every time the camera detects a sound or motion event,", THEN turn on a device"
sJaN2dku,WHEN every time you press the button,", THEN turn on a slow color loop effect for your hue lights"
sJkUDiVT,WHEN every time you press the button,", THEN turn on your coffee machine"
sK2kRWEX,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
sKw39psY,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
sKwUxr2C,WHEN every time your lock is unlocked by a specific person,", THEN turn off your smartthings devices that support switching off"
sMaKZD8p,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
sMn52TrH,WHEN Aura detects motion,", THEN set your aura to away scene"
sMuYAxEX,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
sNR6u5Mz,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
sNReHQ4D,WHEN a selected member arrives,", THEN set your aura to guardian scene"
sNjJave9,WHEN a selected member arrives,", THEN set your aura to guardian scene"
sPRax8FJ,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
sPnVNiqJ,WHEN every time your WeMo Light Switch is turned off,", THEN turn off your hue lights"
sQUAWejT,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
sQjMiuJw,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set a nest thermostat to the temperature you specify"
sQrsWAHN,WHEN a selected member arrives,", THEN set your aura to away scene"
sQwS8GsM,WHEN every time your WeMo Motion sensor detects new motion,", THEN trigger the specified bot to press the switch"
sRfZrbJP,WHEN every time the Nest Protect you specify detects dangerous carbon monoxide levels,", THEN turn a wemo switch on"
sRjfuK2F,WHEN once a year on the date and time you specify,", THEN change the color of your hue lights"
sSerBLRc,WHEN an event is triggered from your litter robot,", THEN clean a specific room in your home"
sTA92fjx,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
sTCQhHNE,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN briefly turn your hue lights off THEN back on"
sTKLHMBi,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene"
sTW9PxGY,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
sTyLQed2,WHEN a selected member arrives,", THEN set your aura to away scene"
sUDvmf3T,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on a device"
sUGLiCmN,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
sVWyvbRH,WHEN every time the Nest Protect you specify detects warning smoke levels,", THEN turn on your hue lights"
sVcgbNFE,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
sVsSctLr,WHEN you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score,", THEN turn your lights off"
sWAugKSB,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
sWEnTRHM,WHEN a selected member arrives,", THEN set your aura to home scene"
sWfKM6SE,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
sWfr6MBK,WHEN every time your WeMo Insight Switch is turned off,", THEN turn a wemo insight switch on"
sWhSvHxy,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
sXGEk2UV,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
sXTViLQY,WHEN every single day at a specific time set by you,", THEN turn on, turn off or toggle your lights"
sXmGs6xr,WHEN every time IFTTT receives a specific event from Apilio,", THEN activate standby mode on the selected heatmiser thermostat"
sXunPt3S,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
sXwveLMD,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
sY3NjLt7,WHEN every time your Android device disconnects from a WiFi network you specify,", THEN turn off your hue lights"
sYC5zFhJ,WHEN every time you are tagged you in a new photo,", THEN change the color of your hue lights to match the dominant colors found in an image you specify"
sYXK9pGd,WHEN every time an alarm is triggered on your system,", THEN change the color of your hue lights"
sYktvrHT,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
sYnNKRVS,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your daikin ac unit"
sYrbF58Z,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
sZVfdPqW,WHEN every time the temperature rises above the chosen value,", THEN turn on the selected light(s)"
saJh5guF,WHEN a selected member arrives,", THEN set your aura to away scene"
sartxEYh,WHEN a specified motion sensor tag(s) or reed sensor(s) detect that a door or window is closed,", THEN cancel standby mode on the selected heatmiser thermostat"
sbGg6hBT,WHEN every single day at a specific time set by you,", THEN turn your lights on"
sbgjfcFP,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
sbtQ4ATL,WHEN every time an audio event is detected,", THEN briefly turn your hue lights off THEN back on"
sbwM9QU2,WHEN a selected member arrives,", THEN set your aura to guardian scene"
scAgGRd7,WHEN every time the Nest Protect you specify detects dangerous carbon monoxide levels,", THEN turn a wemo switch on"
scJ2m4Px,WHEN the scene is changed to the selected scene,", THEN set your aura to night scene"
scXR4SFp,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
scbnNUsZ,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN start the selected coffee milk mix program with your preferred settings"
scsrdfW8,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
se9K8aTS,WHEN a selected member arrives,", THEN set your aura to away scene"
seA5nbhz,WHEN the scene is changed to the selected scene,", THEN set your aura to night scene"
sebQ6pm5,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your hue lights"
segUnJ7F,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
ses3Ecyw,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
sevHUcRp,WHEN every time somebody rings your Ring Doorbell,", THEN adjust multiple lights and shades together by activating a scene created in the lutron app"
sewq3GhD,WHEN a selected member arrives,", THEN set your aura to away scene"
sfLxR94C,WHEN every single day at a specific time set by you,", THEN turn a wemo switch on"
sfLzSvUH,WHEN Aura detects motion,", THEN set your aura to away scene"
sfUrVtd3,WHEN your Arlo device detects motion,", THEN change the color of your hue lights"
sfc9zKmp,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
sgLjFXTv,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
sgZEBDyr,WHEN every time your timer goes off,", THEN set your lights to a pre-defined scene"
sgcbSm4G,WHEN there is a new membership for your channel,", THEN change your light's brightness to the specified level"
sgviBdpx,WHEN every time any issue is closed in a repository you own or collaborate on,", THEN briefly turn your hue lights off THEN back on"
sh5eV2MC,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on the device/group of your choosing"
shgqTfCz,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
si5tYfnD,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
si8uMns7,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
siAJE4VY,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene"
siAYVDkh,WHEN a selected member leaves,", THEN set your aura to away scene"
sj5sgTWS,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
sjL7yt3q,WHEN every single day at a specific time set by you,", THEN set the operating mode of your ge water heater"
skEYCG5t,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
skFryZif,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
skeGZndF,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
skf8aFBA,WHEN every time you check in to a venue in a specific category on Foursquare or Swarm,", THEN turn a wemo switch on"
skzVTjJY,WHEN a selected member arrives,", THEN set your aura to guardian scene"
sm4yAuLS,WHEN every time you enter an area you specify,", THEN dock your robot"
sm75kzWQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
smB82dQe,WHEN every time IFTTT receives a specific event from Apilio,", THEN cancel standby mode on the selected heatmiser thermostat"
smDjkQz2,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
smJ32tGZ,WHEN every time you enter an area you specify,", THEN turn on your hue lights"
smny7dCJ,WHEN during alarms,", THEN turn off the device/group of your choosing"
sn37duJN,WHEN the door sensor is open,", THEN turn on the device/group of your choosing"
snKNz3m2,WHEN every time your washer cycle is complete,", THEN briefly turn your hue lights off THEN back on"
snX3Px2w,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
spKAjPCs,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
spLh97CY,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
spRHmkC5,WHEN the Smarter iKettle 3,", THEN change your hue lights to a randomly selected color"
spu2m4PQ,WHEN every time you exit an area you specify,", THEN turn a wemo light switch off"
squBrMeF,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
ssK4XrfA,WHEN for an account that is on a dynamic pricing plan such as the Residential Hourly Pricing program or other real time market rates whenever the average price changes,", THEN turn a wemo switch off"
ssRkju5K,WHEN every time you receive any new SMS on your Android device,", THEN briefly turn your hue lights off THEN back on"
ssd3p4n2,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
stLbHy4x,WHEN the radon level for a device rises above the provided threshold,", THEN change the color of your hue lights"
stpAubN7,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
su3LtecU,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off your hue lights"
sue8JBGt,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
svp2Chiz,WHEN every time a new photo is added to your camera roll,", THEN briefly turn your hue lights off THEN back on"
sw28uBLA,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
swBEnYkV,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
swr2UzhP,WHEN a selected member leaves,", THEN set your aura to guardian scene"
sxK8LCTi,WHEN every time you press the button,", THEN turn off your hue lights"
sxfyuncW,WHEN every time you press the button,", THEN set your honeywell thermostat to hold a temperature for a specified period of time"
sxic5zRV,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene"
syFczsTq,"WHEN every time your Myfox security system receives an alarm (detection, intrusion, silent alert, ",", THEN change the color of your hue lights"
syPsZcpa,WHEN every time IFTTT receives a specific event from Apilio,", THEN change the color of your hue lights"
syWGkVLh,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change your hue lights to a randomly selected color"
sypKPSxE,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
szaJqVUv,WHEN within 15 minutes of the sunset in your location,", THEN change the color of your hue lights"
t2KBLZw5,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN start the selected coffee program with your preferred settings"
t2bcWix6,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your hue lights to match the dominant colors found in an image you specify"
t3T5DHkX,WHEN within 15 minutes of the sunset in your location,", THEN dim or brighten your hue lights to a value between 0-100"
t3ZcW6pv,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
t3Ze7hrx,WHEN your water heater exceeds its energy use threshold,", THEN turn on the selected light(s)"
t3fdhjb6,WHEN a selected member arrives,", THEN set your aura to guardian scene"
t4GKRghu,WHEN every time IFTTT receives a specific event from Apilio,", THEN lock your smartthings devices that support locking"
t52SXCDV,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN close the garage door you specify"
t58DLJNy,WHEN Aura detects motion,", THEN set your aura to away scene"
t5FhazSQ,WHEN a selected member arrives,", THEN set your aura to away scene"
t5NSnBEr,WHEN every time your SmartThings device is closed,", THEN turn on your smartthings devices that support switching on"
t5XpCnit,WHEN every single day at a specific time set by you,", THEN turn on your smartthings devices that support switching on"
t5gLDAb4,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on the device/group of your choosing"
t5hSiRcd,WHEN there is a new membership for your channel,", THEN change the color of a light bulb"
t635GSwP,WHEN every time the camera detects a sound or motion event,", THEN turn on a light"
t6TXqUNh,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
t6X5BUPW,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
t7C4GZSf,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
t7DSTHM8,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set the honeywell thermostat fan to on where the fan is always on or auto where the fan runs only when the heating or cooling system is on"
t7ZDSn9g,WHEN every time a specific user you are subscribed to makes a new video public,", THEN turn on, turn off or toggle your lights"
t7rZhLKp,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
t7ripW4M,WHEN the door sensor is open,", THEN turn on the device/group of your choosing"
t7t6yG2H,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
t7vg5E9w,WHEN a selected member arrives,", THEN set your aura to away scene"
t7w3Spn5,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
t7zMuF8i,WHEN a selected member arrives,", THEN set your aura to away scene"
t8RPKTW3,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your lights"
t8xWjnmC,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
t96uj8X5,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
t9KeHEBu,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
t9jUYhiy,WHEN your eWeLink Support 1-Channel Switch is turned on or off,", THEN turn on your hue lights"
t9tXfaFC,WHEN every single day at a specific time set by you,", THEN briefly turn your hue lights off THEN back on"
t9tjwTvz,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your hue lights"
t9zM2qN4,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tACHBQJ5,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tAPcJT3M,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tAcxyZhj,WHEN every time you exit an area you specify,", THEN turn off a selected device"
tAfc6x57,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
tBV3xqQT,WHEN a selected member arrives,", THEN set your aura to guardian scene"
tBarwb9T,WHEN a selected member arrives,", THEN set your aura to home scene"
tBdmM3UD,WHEN every time you are tagged you in a new photo,", THEN make your lights quickly blink the color of your choice"
tCkmw3Tc,WHEN Aura detects motion,", THEN set your aura to guardian scene"
tCvxasJe,WHEN every time your SmartThings device senses motion,", THEN briefly turn your hue lights off THEN back on"
tCzjZXeG,WHEN a selected member arrives,", THEN set your aura to away scene"
tDBVTCzN,WHEN within 15 minutes of the sunset in your location,", THEN turn a wemo switch on"
tDau9bW3,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
tDkncTqz,WHEN every time your SmartThings device's presence is detected,", THEN turn on your hue lights"
tE6ahecL,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tEQmpWgk,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tEdM8UmW,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tErUFBD5,WHEN a selected member arrives,", THEN set your aura to away scene"
tFAuQ8qE,WHEN a selected member leaves,", THEN set your aura to away scene"
tFiW46B8,WHEN every single day at a specific time set by you,", THEN turn a wemo switch off"
tFrDmwaN,WHEN a selected member arrives,", THEN set your aura to away scene"
tG5RFaJu,WHEN a selected member arrives,", THEN set your aura to guardian scene"
tGPyKvBn,WHEN every single day at a specific time set by you,", THEN turn on your hvac system fan for the amount of time you specify in your nest fan timer setting (default is 15 minutes)"
tGRHLap3,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tGVnFQ3x,WHEN every time when a person is detected,", THEN turn on your hue lights"
tGzTacbS,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off the air conditioner unit"
tH32Cnx9,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tHaVzYvn,WHEN every time your Android device connects to a WiFi network you specify,", THEN set your lights to a pre-defined scene"
tHenRy95,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set your honeywell thermostat to resume the currently defined thermostat programmed schedule"
tJFYNaZr,WHEN there is a new membership for your channel,", THEN set your lights to a specified brightness"
tJQL59ae,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tJWLQg5e,WHEN a device attached to your HomeSeer system is turned off,", THEN turn a wemo switch off"
tJYja8uC,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tJfbrvkx,WHEN time-of-day peak rates start or end,", THEN change the color of your hue lights"
tJrRb4Km,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tJwyu7Nn,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your lights"
tK4VxzZA,WHEN only on specific days of the week at the time you provide,", THEN change the color of your hue lights to match the dominant colors found in an image you specify"
tKHvQb59,WHEN within 15 minutes of the sunrise in your location,", THEN turn off one of your mi|home devices"
tKNvQxCq,WHEN a selected member leaves,", THEN set your aura to away scene"
tKZivnbj,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tKgEB29T,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tL7VqQhY,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your hue lights"
tLENyeAi,WHEN within 15 minutes of the sunset in your location,", THEN turn a wemo switch on"
tLHt2yNF,WHEN Aura detects motion,", THEN set your aura to away scene"
tLyZxj2s,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tML9K2X6,WHEN every time the temperature drops below a value you specify,", THEN change the color of your hue lights"
tMVRaJsn,WHEN your Blink camera detects motion,", THEN turn on your hue lights"
tMVsk4Hr,WHEN a selected member arrives,", THEN set your aura to home scene"
tMZLt3up,WHEN every time somebody rings your Ring Doorbell,", THEN change the color of your hue lights"
tMaD6PgH,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tMu6m2ek,WHEN within 15 minutes of the sunset in your location,", THEN turn on a slow color loop effect for your hue lights"
tNSwybV6,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
tNvmBVhS,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
tPLvm8xA,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn your lights off"
tPQhXsAt,WHEN a selected member arrives,", THEN set your aura to away scene"
tPvYhDwd,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn your hive light on for a specific duration"
tPxzuGT6,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tR9gAKxP,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene"
tRjNusnB,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
tRksf35C,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tSBiD5Mp,WHEN every time the temperature drops below a threshold you specify,", THEN turn on your hvac system fan for the amount of time you specify in your nest fan timer setting (default is 15 minutes)"
tSTyjALV,WHEN every time you enter an area you specify,", THEN turn on a slow color loop effect for your hue lights"
tTDGaJjZ,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
tTUNfgiH,WHEN every time you are tagged you in a new photo,", THEN briefly turn your hue lights off THEN back on"
tTWe2mHC,WHEN every time your IFTTT Tag on MESH app receives an input signal from the other Tag,", THEN turn a wemo insight switch on"
tTkpwLXN,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
tTxXnRP8,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
tTyrCwKQ,WHEN a selected member arrives,", THEN set your aura to guardian scene"
tUDruHZj,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
tULGMf6p,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN briefly turn your hue lights off THEN back on"
tURfN6z8,WHEN every single day at a specific time set by you,", THEN turn your lights on"
tUaYKqgp,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tVkfmyD9,WHEN within 15 minutes of the sunset in your location,", THEN turn your lights on"
tW459UPv,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
tW5rRmyq,WHEN a selected member arrives,", THEN set your aura to guardian scene"
tWNBuzmy,WHEN only on specific days of the week at the time you provide,", THEN turn a wemo switch on"
tWbudQEy,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
tWnP48uh,WHEN every single day at a specific time set by you,", THEN change the color of your lights"
tX4P9srv,WHEN you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score,", THEN set a nest thermostat to the temperature you specify"
tXANdnvr,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tXVG4PgJ,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your hue lights"
tXdDfuHZ,WHEN a selected member arrives,", THEN set your aura to guardian scene"
tXf4tqZu,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tXr5bvsx,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
tY3riRWF,WHEN every time you are @mentioned in a tweet,", THEN make your lights slowly breathe the color of your choice"
tYG8ASWN,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on your hue lights"
tYHjCVx6,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tYrFcdNG,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN change operation settings for heat mode in your device"
tZ3XcjVW,WHEN every time your alarm goes off,", THEN turn on, turn off or toggle your lights"
tZ8yRCKY,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on your smartthings devices that support switching on"
tZJ6meHK,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
tZLaQVh9,WHEN your Blink camera detects motion,", THEN turn a wemo light switch on"
tZWHMDs5,WHEN every time you create a new plain text status message on Facebook,", THEN briefly turn your hue lights off THEN back on"
tZWyY5pq,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tZqipgRs,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn your lights on"
ta5LsASj,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
taHvmBDe,WHEN tado⁠° switches to Away Mode,", THEN turn off your hue lights"
taLzgnty,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tae4LrT7,WHEN a selected member arrives,", THEN set your aura to home scene"
taqmBAv6,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tb3Vh8fv,WHEN every time your alarm goes off,", THEN set your lights to a pre-defined scene"
tbAKRxQV,WHEN every time your dishwasher door has been opened,", THEN set a scene on your hue lights"
tbCXU9pg,WHEN your air quality goes above or below the target level,", THEN briefly turn your hue lights off THEN back on"
tbE8rTjS,WHEN within 15 minutes of the sunrise in your location,", THEN turn on the selected light(s)"
tbPVARZg,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
tc8uaUbP,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
tcFTYZkb,WHEN every time a motion is detected at the given doorbell,", THEN change the color of your hue lights"
