triggerDesc,isTriggerEco,actionDesc,freeOrLocked,isActionEco,isRuleEco
IF an item is added to a to-do list,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN sets heating mode to scheduled.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN sets heating mode to scheduled.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN sets heating mode to scheduled.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN sets heating mode to scheduled.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN sets heating mode to scheduled.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN resumes the programmed schedule.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN resumes the programmed schedule.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN resumes the programmed schedule.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN resumes the programmed schedule.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN resumes the programmed schedule.",LOCKED,NEUTRAL,NEUTRAL
IF a window is opened or moved,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a window is opened or moved,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a window is opened or moved,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a window is opened or moved,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a window is opened or moved,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF electricity price fluctuates beyond threshold,NEUTRAL,", THEN boosts hot water temporarily.",LOCKED,NEUTRAL,NEUTRAL
IF electricity price fluctuates beyond threshold,NEUTRAL,", THEN boosts hot water temporarily.",LOCKED,NEUTRAL,NEUTRAL
IF electricity price fluctuates beyond threshold,NEUTRAL,", THEN boosts hot water temporarily.",LOCKED,NEUTRAL,NEUTRAL
IF electricity price fluctuates beyond threshold,NEUTRAL,", THEN boosts hot water temporarily.",LOCKED,NEUTRAL,NEUTRAL
IF electricity price fluctuates beyond threshold,NEUTRAL,", THEN boosts hot water temporarily.",LOCKED,NEUTRAL,NEUTRAL
IF electricity price fluctuates beyond threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF electricity price fluctuates beyond threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF electricity price fluctuates beyond threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF electricity price fluctuates beyond threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF electricity price fluctuates beyond threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN turns heating mode off.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN turns heating mode off.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN turns heating mode off.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN turns heating mode off.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN turns heating mode off.",LOCKED,NEUTRAL,NEUTRAL
IF temperature crosses a threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature crosses a threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature crosses a threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature crosses a threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature crosses a threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm triggers,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm triggers,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm triggers,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm triggers,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm triggers,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm triggers,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm triggers,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm triggers,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm triggers,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm triggers,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a media search is performed,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a media search is performed,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a media search is performed,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a media search is performed,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a media search is performed,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a set number of minutes before sunset,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a set number of minutes before sunset,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a set number of minutes before sunset,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a set number of minutes before sunset,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a set number of minutes before sunset,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF a set number of minutes before sunset,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF a set number of minutes before sunset,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF a set number of minutes before sunset,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF a set number of minutes before sunset,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF a set number of minutes before sunset,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN cancels the current thermostat event.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN cancels the current thermostat event.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN cancels the current thermostat event.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN cancels the current thermostat event.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN cancels the current thermostat event.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns on the air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns on the air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns on the air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns on the air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns on the air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns heating mode off.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns heating mode off.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns heating mode off.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns heating mode off.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN turns heating mode off.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the TRV temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the TRV temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the TRV temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the TRV temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the TRV temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the target temperature on the window air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the target temperature on the window air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the target temperature on the window air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the target temperature on the window air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the target temperature on the window air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN activates standby mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN activates standby mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN activates standby mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN activates standby mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN activates standby mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN turns on the air conditioner and configures settings.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN turns on the air conditioner and configures settings.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN turns on the air conditioner and configures settings.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN turns on the air conditioner and configures settings.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN turns on the air conditioner and configures settings.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets the room temperature.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF local temperature is above a specified value,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN sets cooling mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN sets cooling mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN sets cooling mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN sets cooling mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN sets cooling mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN activates standby mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN activates standby mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN activates standby mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN activates standby mode.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN activates standby mode.",LOCKED,NEUTRAL,NEUTRAL
IF an energy tariff period starts,NEUTRAL,", THEN updates the thermostat schedule.",LOCKED,NEUTRAL,NEUTRAL
IF an energy tariff period starts,NEUTRAL,", THEN updates the thermostat schedule.",LOCKED,NEUTRAL,NEUTRAL
IF an energy tariff period starts,NEUTRAL,", THEN updates the thermostat schedule.",LOCKED,NEUTRAL,NEUTRAL
IF an energy tariff period starts,NEUTRAL,", THEN updates the thermostat schedule.",LOCKED,NEUTRAL,NEUTRAL
IF an energy tariff period starts,NEUTRAL,", THEN updates the thermostat schedule.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets a comfort profile hold.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets cooling mode.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets cooling mode.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets cooling mode.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets cooling mode.",LOCKED,NEUTRAL,NEUTRAL
IF a door is unlocked,NEUTRAL,", THEN sets cooling mode.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN configures thermostat fan mode.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN sets the thermostat temperature.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN turns on the Aros air conditioner.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN sets the heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN sets the heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN sets the heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN sets the heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF it is sunrise,NEUTRAL,", THEN sets the heating mode.",LOCKED,NEUTRAL,NEUTRAL
IF electricity prices are high,NEUTRAL,", THEN sets the freezer temperature.",LOCKED,NEUTRAL,NEUTRAL
IF electricity prices are high,NEUTRAL,", THEN sets the freezer temperature.",LOCKED,NEUTRAL,NEUTRAL
IF electricity prices are high,NEUTRAL,", THEN sets the freezer temperature.",LOCKED,NEUTRAL,NEUTRAL
IF electricity prices are high,NEUTRAL,", THEN sets the freezer temperature.",LOCKED,NEUTRAL,NEUTRAL
IF electricity prices are high,NEUTRAL,", THEN sets the freezer temperature.",LOCKED,NEUTRAL,NEUTRAL
IF electricity prices are high,NEUTRAL,", THEN sets the refrigerator temperature.",LOCKED,NEUTRAL,NEUTRAL
IF electricity prices are high,NEUTRAL,", THEN sets the refrigerator temperature.",LOCKED,NEUTRAL,NEUTRAL
IF electricity prices are high,NEUTRAL,", THEN sets the refrigerator temperature.",LOCKED,NEUTRAL,NEUTRAL
