id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
vQV8uHvf,ComEd,Carbon Quality,IF air pollution or carbon intensity crosses a threshold,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,Indicates whether the carbon is clean or dirty,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
vS6ZRPpw,Location,You exit an area,IF the user exits a specified area,WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time you exit an area you specify.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
vVPrj28v,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Activate Scene,", THEN activate to a specified scene.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will activate the specified scene.
vWLx2iqT,Wyze,Contact Sensor opens,IF a door or contact sensor opens,Hubitat,Open a device,", THEN open a connected device.",Generic/Other,This trigger fires when a Contact Sensor opens.,This action will open a Hubitat device.
vXLj2UA9,Android Battery,Battery drops below 15%,IF air pollution exceeds a threshold,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time your Android device's battery drops below 15%.,This action will turn on the device/group of your choosing.
vZ93bBN2,Fort Collins Utilities Time of Day Pricing,Time of Day Peak Rates START/END,IF prices are low [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This trigger fires when time-of-day peak rates start or end.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
vZK2Wmci,Google Calendar,Event from search starts,IF shortly before a calendar event with a specific keyword [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,"This Trigger fires a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location. Ingredient will be based on the zone set in Google.","This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
vZe3DmHF,Location,You enter an area,IF the user enters a specified area,TP-Link Kasa,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires every time you enter an area you specify.,This action will turn off a selected device.
vcx3rjDM,Netatmo Weather Station,Temperature drops below,IF temperature drops below a specified threshold,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time the temperature drops below a value you specify.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
vfrje246,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",Energenie Mi|Home,Power on device,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will turn on one of your Mi|Home devices.
vmKHNDTu,Android Device,Notification received from a specific app,IF a notification is received from a mobile app [FREE],Smart Life,Activate Scene,", THEN activate to a specified scene.",Generic/Other,This trigger fires every time a new notification is received on your Android device from an app that you specify. NOTE: will not fire for IFTTT app notifications.,This action will activate the specified scene.
vnwBTfD3,Notion,"Door opens, closes or moves",IF a door or contact sensor opens,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This trigger fires when a door opens, closes, or moves.","This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
vqTnWUrf,Arlo,Motion detected,IF motion is detected,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires when your Arlo device detects motion.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
vu4pzJnd,Futurehome,Mode switched,IF a site changes operating mode,iRobot,Start robot,", THEN start the robot.",Generic/Other,This Trigger fires every time your site changes modes.,This action will start your robot.
vyw7qS2u,Powered by Viva,We detect that the home is empty,IF everyone leaves home,iRobot,Start robot,", THEN start the robot.",Generic/Other,This trigger fires when every family member has left.,This action will start your robot.
vz5sHBhD,Android Photos,New screenshot,IF a screenshot is taken,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time a new screenshot is taken on your Android device.,This action will turn on the device/group of your choosing.
w59JrBPY,Location,You enter or exit an area,IF the user enters a specified area,WeMo Insight Switch,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time you enter or exit an area you specify.,This Action will toggle a WeMo Insight Switch on or off.
w6PGaQy4,Weather Underground,Current temperature rises above,IF temperature rises above a threshold,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
w85QrvDx,Amazon Alexa,Your Timer goes off,IF a timer expires,WeMo Maker,Turn relay off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time your timer goes off.,"This Action will turn a WeMo Maker off. If the WeMo Maker is already off, it will remain off."
w8GzFKtU,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
wBM9UW5Z,Wink: Spotter,Temperature rises above,IF temperature rises above a threshold,Wink: Pivot Power Genius,Turn outlet on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time the temperature measured by your Spotter rises above the value you specify.,"This Action will turn on the Pivot Power Genius outlet you specify. If the outlet is already on, it will remain on."
wJG7xztw,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
wJVdhifZ,Weather Underground,Current temperature drops below,IF temperature drops below a specified threshold,WeMo Smart Plug,Turn on then off,", THEN turn on a specific smart device.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This Action will turn a WeMo Switch on then immediately back off.
wLhMuGy3,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will turn on the device/group of your choosing.
wLzqNP2i,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
wPEBgX9M,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],iRobot,Start robot,", THEN start the robot.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will start your robot.
wPZiV6Q7,Kubu Smart,Door is Locked,IF a lock changes state,TP-Link Kasa,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,Trigger an Applet when the door is locked,This action will turn off a selected device.
wQu5Jvmd,Location,You exit an area,IF the user exits a specified area,WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time you exit an area you specify.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
wS3UDLqG,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",Wemo Dimmer,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,"This action will turn a WeMo Dimmer on. If the WeMo Dimmer is already on, it will remain on."
wTZcYd3D,WeMo Motion,Any new motion,IF motion is detected or stops,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time your WeMo Motion sensor detects new motion.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
wWRnL3DZ,Weather Underground,Sunset,"IF it is sunset, within a specified time",Wemo Dimmer,Change brightness,", THEN set brightness to a specified level.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,This action will change brightness of a Dimmer to a specified level/percentage.
wWvmUTVG,Blink,Motion detected,IF motion is detected,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires when your Blink camera detects motion.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
wXqPjg8w,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
wZNjBDWm,Weather Underground,Current temperature drops below,IF temperature drops below a specified threshold,TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This action will turn on a device.
wa7LUnVt,Google Wifi,Device Connects,IF device connects or disconnects from WiFi,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time a device connects to Google Wifi.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
waWeXBzZ,Ooma,Any incoming call,IF a phone call event occurs,WeMo Smart Plug,Turn on then off,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time you receive an incoming call.,This Action will turn a WeMo Switch on then immediately back off.
wbdKERC6,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
wbikvKdf,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
weWgjhXE,WeMo Smart Plug,Switched on,IF a smart device is turned on [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time your WeMo Switch is turned on.,This Action will toggle a WeMo Switch on or off.
wfihz89t,Button widget,Button press,IF a button is pressed,Wink: Pivot Power Genius,Toggle on/off,", THEN toggle a device on.",Generic/Other,This trigger fires every time you press the button.,This Action will toggle the Pivot Power Genius outlet you specific on or off.
wgaGbNt6,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment (up to 30MB) and IFTTT will create a public URL to the file as an Ingredient.,This Action will toggle a WeMo Switch on or off.
wjXurn7x,WeMo Motion,Any new motion,IF motion is detected or stops,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time your WeMo Motion sensor detects new motion.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
wpQ3DbYe,WeMo Smart Plug,Switched on,IF a smart device is turned on [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time your WeMo Switch is turned on.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
wqtKTHGM,Date & Time,Every day at,IF a specified time occurs [FREE],TP-Link Kasa,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires every single day at a specific time set by you.,This action will turn off a selected device.
wuFHDqdy,Android Battery,Device is plugged in,IF device is plugged in or unplugged,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time your Android device is plugged in.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
wwFWb5XM,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],SwitchBot,Bot press,", THEN trigger an automation bot.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will trigger the specified Bot to press the switch.
wwR8eXnb,Weather Underground,Sunset,"IF it is sunset, within a specified time",TP-Link Kasa,Activate scene,", THEN activate to a specified scene.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,This action will activate a selected Scene from your account.
x2B4b7nC,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
x3Z2zwHT,iDevices,Turns on,IF a device is turned on,iDevices,Turn off,", THEN turn off a smart device.",Generic/Other,This trigger fires when the specified product turns on.,This action will turn the specified product off.
x45Gc2CF,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,This action will turn off the device/group of your choosing.
x4rkNjDn,Location,You enter an area,IF the user enters a specified area,GE Appliances GeoSpring™,Set operating mode,", THEN boost heating mode.",Generic/Other,This Trigger fires every time you enter an area you specify.,This Action will set the operating mode of your GE water heater.
x6QuC8pK,Android Device,Notification received from a specific app,IF a notification is received from a mobile app [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This trigger fires every time a new notification is received on your Android device from an app that you specify. NOTE: will not fire for IFTTT app notifications.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
x8AGNKXF,Amazon Alexa,Your Alarm goes off,IF an alarm is triggered,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time your alarm goes off.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
x8B9qhFS,Weather Underground,Current temperature drops below,IF temperature drops below a specified threshold,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
xD6Qd3js,Apilio,Receive an event from Apilio,IF an external webhook event is received,Heatmiser,Set Home Mode,", THEN change home system mode.",Generic/Other,This trigger fires every time IFTTT receives a specific event from Apilio.,The Action will activate Home Mode on your neoHub.
xDimAGBd,Scout Alarm,Alarm triggered,IF an alarm is triggered,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires when the alarm for a specific mode is triggered.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
xFUAW6GE,Knocki,Gesture with task matching ID occurs,IF a custom gesture or automation is triggered,WeMo Insight Switch,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires if you tap a gesture with a custom IFTTT task matching the ID of this trigger.,This Action will toggle a WeMo Insight Switch on or off.
xHQKZmDA,Date & Time,Every day at,IF a specified time occurs [FREE],Energenie Mi|Home,Power off device,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires every single day at a specific time set by you.,This Action will turn off one of your Mi|Home devices.
xHjwE4xQ,Amazon Alexa,Ask what's on your Shopping List,IF your shopping list is queried,WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time the you ask Alexa what's on your Shopping List.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
xLJuNRQU,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
xNAXzUr4,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
xRvNsu6e,Weather Underground,Current temperature rises above,IF temperature rises above a threshold,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
xTXnpzwe,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
xYAm9fxC,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
xa2rXD7E,Weather Underground,Current condition changes to,IF the weather conditions change,ThermoSmart,Unpause,", THEN pause the thermostat.",Generic/Other,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ","This Action will unpause your ThermoSmart, i.e. set it to either a scheduled program or an exception if there is one for the current time."
xa3Y2XGb,Button widget,Button press,IF a button is pressed,Smart Life,Activate Scene,", THEN activate to a specified scene.",Generic/Other,This trigger fires every time you press the button.,This action will activate the specified scene.
xacWq9zp,nemy,Electricity becomes expensive,IF electricity price changes beyond a threshold,Sensibo,Turn A/C off,", THEN turn off a smart device.",Generic/Other,This trigger fires when the price of electricity goes above a user-defined price threshold.,Turn your A/C off
xbMyBTa9,Location,You enter or exit an area,IF the user enters a specified area,WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time you enter or exit an area you specify.,This Action will toggle a WeMo Switch on or off.
xc3StrQD,Date & Time,Every day at,IF a specified time occurs [FREE],Smart Life,Activate Scene,", THEN activate to a specified scene.",Generic/Other,This Trigger fires every single day at a specific time set by you.,This action will activate the specified scene.
xfsJknpy,Email,Send IFTTT any email,IF an email is received with a specified hashtag [FREE],WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. ,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
xgyGN2CV,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",Lutron Caséta and RA2 Select,Set light level,", THEN set brightness to a specified level.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will set a Lutron dimmer or switch to the level you specify.
xhw2f5yi,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
xm83WEbN,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
xmncvPXW,eWeLink Smart Home,RF Bridge Alarm activated,IF an alarm of your network bridge is activated,TP-Link Kasa,Activate scene,", THEN activate to a specified scene.",Generic/Other,This trigger fires when an alarm of your RF Bridge is activated.,This action will activate a selected Scene from your account.
xr5D7Bu3,Filtrete™ Smart,Filtrete Smart Air Filter life (%) dropped below,IF air pollution exceeds a threshold,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This trigger fires when the remaining life of any of your Filtrete Smart Air Filter drops below your chosen percentage.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
xrBJ8QhL,MESH,Event from MESH app received,IF a sensor is activated,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time your IFTTT Tag on MESH app receives an input signal from the other Tag.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
xrN2wpmV,Location,You exit an area,IF the user exits a specified area,Wink: Aros,Turn A/C off,", THEN turn off a smart device.",Generic/Other,This Trigger fires every time you exit an area you specify.,This Action will turn your Aros A/C off.
xtfLA7Qq,Button widget,Button press,IF a button is pressed,WeMo Insight Switch,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires every time you press the button.,This Action will toggle a WeMo Insight Switch on or off.
xxGwWSsU,WeMo Light Switch,Long press,IF a smart switch is long-pressed,WeMo Insight Switch,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time your WeMo Light Switch is turned on or off with a long press over two seconds.,This Action will toggle a WeMo Insight Switch on or off.
xxVSCKNR,Works With Cavius,Alarm,IF a bridge alarm is activated,Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This trigger fires during alarms,This action will turn off the device/group of your choosing.
xzYu3v6X,Nest Thermostat,Nest set to Home,IF home presence is set to home,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time the home you specify is set to Home.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
xzncQFuB,Apilio,Receive an event from Apilio,IF an external webhook event is received,iRobot,Stop robot,", THEN pause the robot.",Generic/Other,This trigger fires every time IFTTT receives a specific event from Apilio.,This action will stop your robot.
y32VRGSj,Nest Protect,Smoke alarm warning,IF a smart air monitor detects poor air quality,Hubitat,Turn on a device,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time the Nest Protect you specify detects warning smoke levels.,This Action will turn on a device attached to your Hubitat Elevation system.
y4Rz7eY8,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment (up to 30MB) and IFTTT will create a public URL to the file as an Ingredient.,This Action will toggle a WeMo Switch on or off.
y59Q2gvT,Nest Thermostat,Nest set to Home,IF home presence is set to home,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time the home you specify is set to Home.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
y9LFu4BA,Location,You enter an area,IF the user enters a specified area,TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time you enter an area you specify.,This action will turn on a device.
yASQGtqD,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,This action will turn off the device/group of your choosing.
yFqSYf4i,Nuki Smart Lock,Door opened,IF a door is opened,Heatzy,Set manual mode,", THEN change the device operating mode to auto.",Generic/Other,This trigger fires every time someone opens the door. (Only supported for activated door sensor.),This action will set a specific device on manual mode
yFyTBEQU,Email,Send IFTTT any email,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. ,This Action will toggle a WeMo Switch on or off.
yHNCQVg3,Scout Alarm,Alarm triggered,IF an alarm is triggered,Hubitat,Turn on a device,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires when the alarm for a specific mode is triggered.,This Action will turn on a device attached to your Hubitat Elevation system.
yMgtE7Nb,ecobee,Thermostat indoor humidity is greater than,IF temperature rises above a threshold,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This trigger fires every time your ecobee thermostat senses that the indoor humidity is greater than a specific value you supply.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
yNnwaqtQ,Google Calendar,Event from search starts,IF shortly before a calendar event with a specific keyword [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.","This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
yPbR3MXN,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will turn on a device.
yUM6CQve,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",Energenie Mi|Home,Power off group,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will turn off a whole group of Mi|Home devices simultaneously.
yVy6QNPj,Arlo,Motion detected,IF motion is detected,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires when your Arlo device detects motion.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
yXCFaPt9,Weather Underground,Current condition changes to,IF the weather conditions change,Wink: Pivot Power Genius,Toggle on/off,", THEN toggle a device on.",Generic/Other,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",This Action will toggle the Pivot Power Genius outlet you specific on or off.
yYkVxeUL,Location,You exit an area,IF the user exits a specified area,WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time you exit an area you specify.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
yaTcu7QF,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
ybWqgrAu,Weather Underground,Sunset,"IF it is sunset, within a specified time",Heatmiser,Turn neoPlug on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,This Action will allow you to switch on the selected neoPlug.
ybkj6x53,Netatmo Weather Station,Humidity drops below,IF air pollution exceeds a threshold,Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires every time the humidity drops below a percentage you specify.,This action will turn off the device/group of your choosing.
yrStJMR3,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.","This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
yuRsDW4V,Location,You exit an area,IF the user exits a specified area,iRobot,Start robot,", THEN start the robot.",Generic/Other,This Trigger fires every time you exit an area you specify.,This action will start your robot.
yviDg72f,Date & Time,Every day of the week at,IF a specific day of the week occurs [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires only on specific days of the week at the time you provide.,This Action will toggle a WeMo Switch on or off.
