id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
mbRmujcG,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
mcqeiSr5,TP-Link Router,Device Disconnects,IF your Android device connects to a specified wifi network,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires every time a previously-connected device disconnects from your TP-Link router.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
me2m5UZn,Date & Time,Every day at,IF every day at a specified time,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every single day at a specific time set by you.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
mih7xBdK,Note widget,Any new note,IF a new note is created,Wink: Aros,Turn A/C on,", THEN turns on the air conditioner in [ACTION_X].",Thermostat/Heating,This trigger fires every time you submit any new note.,This Action will turn your Aros A/C on and set to a temperature you specify.
mirKDuEL,Location,You exit an area,IF the user exits a specified area,ecobee,Set thermostat comfort profile for X hours,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect for the specified number of hours.
msVTLuxH,Location,You exit an area,IF the user exits a specified area,Heatmiser,Set Temperature,", THEN sets the temperature [ACTION_Z] on thermostat.",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,The Action will set the temperature on the selected Heatmiser Thermostat.
mseYL6SC,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
muNhpekd,True Energy Smart Home Norway,Electricity in Norway is Expensive,IF electricity prices are high,Home Connect Fridge Freezer,Set freezer temperature,", THEN sets the freezer temperature [ACTION_Z].",Thermostat/Heating,This trigger fires at the hours where electricity in Norway is expensive.,This action will set the freezer temperature.
mx5EumkT,Apilio,Receive an event from Apilio,IF a message containing a key phrase is sent,Heatmiser,Set Standby Mode,", THEN activates [ACTION_X].",Thermostat/Heating,This trigger fires every time IFTTT receives a specific event from Apilio.,This Action will activate Standby Mode on the selected Heatmiser Thermostat.
n4TZhCrm,Nest Protect,Carbon monoxide warning,IF Nest Protect detects carbon monoxide,Hive Active Heating™ - UK and Europe,Turn off thermostat ,", THEN turns heating mode off [ACTION_W].",Thermostat/Heating,This Trigger fires every time the Nest Protect you specify detects warning carbon monoxide levels.,This Action will set the heating mode to off.
nBtPWpZV,Google Calendar,Event from search starts,IF a calendar event with a specific keyword occurs,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
nFbzBSmc,Fort Collins Utilities Time of Day Pricing,BEFORE Time of Day Peak Rates START,IF before time-of-day peak rates start,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires before time-of-day peak rates start.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
nKVsxEjy,Weather Underground,Sunrise,IF it is sunrise,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
nSKQBqi4,Location,You enter an area,IF the user enters a specified area,Warmup Smart Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This action will set your thermostat to a specified temperature.
nSxvWmwy,Location,You exit an area,IF the user exits a specified area,Netatmo Thermostat,Set to away mode,", THEN sets home to [ACTION_X].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set your home to away mode.
nVm8a24x,Location,You enter an area,IF the user enters a specified area,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
nZurn9GP,Button widget,Button press,IF a button is pressed,AQUAREA Smart Cloud,Change Heat Mode settings (for direct setting),", THEN sets heating mode [ACTION_Z].",Thermostat/Heating,This trigger fires every time you press the button.,This action will change operation settings for Heat Mode in your device. This action is for devices not set to work with compensation curve setting.
ncSDQ39T,Location,You enter an area,IF the user enters a specified area,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
nkivr9bK,Netatmo Weather Station,Temperature rises above,IF temperature rises above a threshold,Sensibo,Turn A/C on,", THEN turns on the air conditioner [ACTION_Z].",Thermostat/Heating,This Trigger fires every time the temperature rises above a value you specify.,"Turn your A/C on with a set temperature, mode and fan level."
npAJFq8t,Particle,New event published,IF a custom IoT event is received,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires when an interesting event comes from a particular device. Send events using Particle.publish.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
nuXsydEB,Amazon Alexa,Item added to your To Do List,IF an item is added to a to-do list,ecobee,Set thermostat hold until next transition,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you add an item to your To Do List.,This action will set the thermostat into a hold with the specified temperature and the end date/time will be set to the next climate transition in the program.
nvdQa4yB,Location,You enter an area,IF the user enters a specified area,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
pDHLExhR,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
pDcz7gVi,Button widget,Button press,IF a button is pressed,tadoº Heating,Turn heating off,", THEN turns off heating [ACTION_W].",Thermostat/Heating,This trigger fires every time you press the button.,This Action will turn your heating off.
pRvXJ5Ya,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
pSNrq3at,Android Device,Connects to a specific WiFi network,IF your Android device connects to a specified wifi network,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time your Android device connects to a WiFi network you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
pVrCc5ju,Location,You enter an area,IF the user enters a specified area,Wink: Aros,Turn A/C on,", THEN turns on the air conditioner in [ACTION_X].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will turn your Aros A/C on and set to a temperature you specify.
pW27fqZj,Fort Collins Utilities Time of Day Pricing,Time of Day Peak Rates START/END,IF peak energy rates start or end,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when time-of-day peak rates start or end.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
paCfHpc9,tadoº Heating,tado⁠° switches to Away Mode,IF Tado switches to Away mode,tadoº Heating,Return to tado⁠° automatic control,", THEN sets the room temperature [ACTION_Z].",Thermostat/Heating,This trigger fires when tado⁠° switches to Away Mode.,"This Action will return control of your heating to tado⁠°, using your user-defined settings (e.g. location and Smart Schedule) to automatically determine the right room temperature."
ps9QSmvM,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,ecobee,Resume thermostat program,", THEN cancels the current thermostat event [ACTION_W].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.
ptuHrYMg,Smart Home Solution,We detect that the home is empty,IF everyone leaves home,Netatmo Thermostat,Set to away mode,", THEN sets home to [ACTION_X].",Thermostat/Heating,This trigger fires when every family member has left.,This Action will set your home to away mode.
pxniQaTz,Amazon Alexa,Item added to your To Do List,IF an item is added to a to-do list,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you add an item to your To Do List.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
q2jwaAWy,Google Assistant,Say a phrase with a number,IF a voice assistant is activated with a specific phrase,Nefit Easy,Set room temperature,", THEN sets the room temperature [ACTION_Z].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Set Nest thermostat to 68.” **Use the # symbol to specify where you'll say the number ingredient,This Action will set the current room temperature to a level of your choice. This temperature level can be adjusted manually or if Clock Mode is activated.
q6ixGPpC,Location,You exit an area,IF the user exits a specified area,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
q8q3vecg,Button widget,Button press,IF a button is pressed,Heatmiser,Set temperature hold,", THEN enables a temperature hold [ACTION_Y].",Thermostat/Heating,This trigger fires every time you press the button.,This Action will enable a temperature hold on the selected Heatmiser Thermostat.
qB63wcrJ,SmartThings,Temperature rises above,IF SmartThings detects high temperature,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every time your SmartThings device detects temperatures above a value you specify.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
qG7cjBdm,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature range,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat in Heat-Cool mode to the temperature range you specify. NOTE: works only when Nest is set to Home.
qHA7qVDb,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,Sensibo,Turn A/C on,", THEN turns on the air conditioner [ACTION_Z].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.","Turn your A/C on with a set temperature, mode and fan level."
qKC7LSaY,Amazon Alexa,Item added to your To Do List,IF an item is added to a to-do list,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you add an item to your To Do List.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
qQtSPkX9,Button widget,Button press,IF a button is pressed,Sensibo,Turn A/C on,", THEN turns on the air conditioner [ACTION_Z].",Thermostat/Heating,This trigger fires every time you press the button.,"Turn your A/C on with a set temperature, mode and fan level."
qQtzPVaT,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,ecobee,Set thermostat hold for X hours,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This action will set the thermostat into a hold with the specified temperature for the specified number of hours.
qRE5HPjG,MESH,Event from MESH app received,IF a message containing a key phrase is sent,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time your IFTTT Tag on MESH app receives an input signal from the other Tag.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
qSMficTV,Google Wifi,Device Disconnects,IF your Android device connects to a specified wifi network,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time a device disconnects from Google Wifi.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
qYaAWSLr,Scout Alarm,Mode armed,IF a security mode is armed,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires when a mode is armed.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
qYpLrheK,Location,You enter an area,IF the user enters a specified area,Heatmiser,Set Temperature,", THEN sets the temperature [ACTION_Z] on thermostat.",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,The Action will set the temperature on the selected Heatmiser Thermostat.
qbtkQEnA,Location,You exit an area,IF the user exits a specified area,Hive Active Heating™ - UK and Europe,Turn off thermostat ,", THEN turns heating mode off [ACTION_W].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set the heating mode to off.
qetgKEFx,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,Nest Thermostat,Set temperature range,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This Action will set a Nest Thermostat in Heat-Cool mode to the temperature range you specify. NOTE: works only when Nest is set to Home.
qftkiaWc,Google Assistant,Say a phrase with a number,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Set Nest thermostat to 68.” **Use the # symbol to specify where you'll say the number ingredient,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
qgEM3zhn,Location,You enter an area,IF the user enters a specified area,Netatmo Thermostat,Go back to schedule,", THEN restores default heating schedule [ACTION_Z].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will order your home to go back to default schedule.
qhKWL8yC,Location,You enter an area,IF the user enters a specified area,Wink: Aros,Turn A/C on,", THEN turns on the air conditioner in [ACTION_X].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will turn your Aros A/C on and set to a temperature you specify.
qmwn2cMh,Date & Time,Every day of the week at,IF is one of the specific days of the week at a specified time,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires only on specific days of the week at the time you provide.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
qnjytvL7,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
qtQE2Nen,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
quEDLSgG,ComEd,Peak Time Savings - Savings Hours Announced,IF peak energy savings hours are announced,ecobee,Set thermostat comfort profile for X hours,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This trigger activates whenever Peak Time Savings Hours are announced and during various stages of an event.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect for the specified number of hours.
qvGjSXVE,Android Device,Connects to a specific WiFi network,IF your Android device connects to a specified wifi network,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time your Android device connects to a WiFi network you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
qwksUF2u,Google Calendar,Event from search starts,IF shortly before a calendar event with a specific keyword occurs,BDR Thermea Group,Set mode,", THEN sets heating mode [ACTION_Z].",Thermostat/Heating,"This Trigger fires a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location. Ingredient will be based on the zone set in Google.",This action will set the heating mode of the thermostat.
r3dUnzqE,Amazon Alexa,Item added to your To Do List,IF an item is added to a to-do list,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you add an item to your To Do List.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
r6wyudJi,Date & Time,Every hour at,IF every hour at quarter intervals,Honeywell Total Connect Comfort,Set fan to on or auto,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.",This Action will set the Honeywell thermostat fan to On where the fan is always on or Auto where the fan runs only when the heating or cooling system is on.
rCHje9z3,Location,You enter an area,IF the user enters a specified area,Honeywell Total Connect Comfort,Set temperature for a period of time,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.
rGs6jBmr,Knocki,Gesture with task matching ID occurs,IF a message containing a key phrase is sent,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This trigger fires if you tap a gesture with a custom IFTTT task matching the ID of this trigger.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
rLJvP7fg,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,GE Appliances Window AC,Set target temperature,", THEN sets the target temperature [ACTION_Z] on the window air conditioner.",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This Action will set a target temperature on your window ac unit.
rLrYRV3J,Location,You enter an area,IF the user enters a specified area,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
reRidQvz,Nest Cam,New motion event,IF a camera detects motion,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time the camera detects a motion event.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
rhkiF2Kx,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,Mysa Thermostat,Change the setpoint,", THEN the thermostat to the temperature you specify [ACTION_W].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This action will change the setpoint of a device to the desired value.
rhreCNQS,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
riGgKCS3,iHome Enhance,iHome Enhance button is pressed,IF a button is pressed,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when an iHome Enhance button is pressed,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
riQ3kmJ5,Date & Time,Every day at,IF every day at a specified time,ecobee,Resume thermostat program,", THEN cancels the current thermostat event [ACTION_W].",Thermostat/Heating,This Trigger fires every single day at a specific time set by you.,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.
rjx78GnU,Location,You enter an area,IF the user enters a specified area,Netatmo Thermostat,Set to manual mode,", THEN sets the thermostat to [ACTION_X].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set your thermostat to manual mode.
rnk8qfrp,Location,You enter or exit an area,IF the user enters a specified area,BDR Thermea Group,Set temperature,", THEN the thermostat to the temperature you specify [ACTION_W].",Thermostat/Heating,This Trigger fires every time you enter or exit an area you specify.,This action will set the temperature on the thermostat.
rt3iQmyx,Location,You enter an area,IF the user enters a specified area,ecobee,Resume thermostat program,", THEN cancels the current thermostat event [ACTION_W].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.
s23CRVpZ,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
s5MDve8z,Acer Air Monitor,Button pressed,IF a button is pressed,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This trigger fires when the button on Air Monitor is pressed briefly.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
s72gpeW4,True Energy Smart Home Denmark,Electricity in Denmark is Expensive,IF electricity prices are high,Home Connect Fridge Freezer,Set freezer temperature,", THEN sets the freezer temperature [ACTION_Z].",Thermostat/Heating,This trigger fires at the hours where electricity in Denmark is expensive.,This action will set the freezer temperature.
sArsmWVM,Button widget,Button press,IF a button is pressed,Netatmo Thermostat,Go back to schedule,", THEN restores default heating schedule [ACTION_Z].",Thermostat/Heating,This trigger fires every time you press the button.,This Action will order your home to go back to default schedule.
sQjMiuJw,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
sXmGs6xr,Apilio,Receive an event from Apilio,IF a message containing a key phrase is sent,Heatmiser,Set Standby Mode,", THEN activates [ACTION_X].",Thermostat/Heating,This trigger fires every time IFTTT receives a specific event from Apilio.,This Action will activate Standby Mode on the selected Heatmiser Thermostat.
sartxEYh,Wireless Tag,Door or window is closed,IF a door or window is closed,Heatmiser,Cancel Standby Mode,", THEN cancels [ACTION_X].",Thermostat/Heating,This Trigger fires when a specified motion sensor tag(s) or reed sensor(s) detect that a door or window is closed.,This Action will cancel Standby Mode on the selected Heatmiser Thermostat.
sh9NRUBu,ComEd,Peak Time Savings - Savings Hours Announced,IF peak energy savings hours are announced,ecobee,Resume thermostat program,", THEN cancels the current thermostat event [ACTION_W].",Thermostat/Heating,This trigger activates whenever Peak Time Savings Hours are announced and during various stages of an event.,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.
smB82dQe,Apilio,Receive an event from Apilio,IF a message containing a key phrase is sent,Heatmiser,Cancel Standby Mode,", THEN cancels [ACTION_X].",Thermostat/Heating,This trigger fires every time IFTTT receives a specific event from Apilio.,This Action will cancel Standby Mode on the selected Heatmiser Thermostat.
svqK9GeU,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,BDR Thermea Group,Set mode,", THEN sets heating mode [ACTION_Z].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This action will set the heating mode of the thermostat.
sxfyuncW,Button widget,Button press,IF a button is pressed,Honeywell Total Connect Comfort,Set temperature for a period of time,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires every time you press the button.,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.
syXxDC4Z,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,Nefit Easy,Set room temperature,", THEN sets the room temperature [ACTION_Z].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This Action will set the current room temperature to a level of your choice. This temperature level can be adjusted manually or if Clock Mode is activated.
t7DSTHM8,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Honeywell Total Connect Comfort,Set fan to on or auto,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set the Honeywell thermostat fan to On where the fan is always on or Auto where the fan runs only when the heating or cooling system is on.
t7pmQtNM,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
tGPyKvBn,Date & Time,Every day at,IF every day at a specified time,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every single day at a specific time set by you.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
tHenRy95,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Honeywell Total Connect Comfort,Resume programmed schedule,", THEN resumes the programmed schedule [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.
