triggerDesc,actionDesc,freeOrLocked
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you add an item to your to do list.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF order is out for delivery,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF temperature rises above a threshold,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the clock timer on your oven has elapsed.,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when there is a new membership for your channel.,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF doorbell motion,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF daily schedule,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF weather condition change,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF order is ready,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF ifttt email trigger,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF generic button press,", THEN turns off smart lights [ACTION_W].",LOCKED
IF generic button press,", THEN turns on the light [ACTION_Y].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF ifttt email trigger,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
IF smoke is detected,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time someone locks the door with lock 'n' go by pressing the button on the smart lock twice.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF superchat received,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF sms received,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a new item is added to the feed you specify.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF pollen is high,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alarm triggered,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger fires every time your withings sleep detects that you get into bed, within the start and end time parameters that you specify.",", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF withings motion detected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when a task is completed.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF weekly schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger is fired from the assigned pusher on your kronaby watch.,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alarm is triggered,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when adaptors detect intrusion,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF an SMS is received,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF quarter hour,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your roxxter has started.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF weekly schedule,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF prayer time occurs,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF yearly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF lock locked by user,", THEN turns off smart lights [ACTION_W].",LOCKED
IF YouTube video is uploaded,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF area entered,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires if you tap a gesture with a custom ifttt task matching the id of this trigger.,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your wemo switch is turned on.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF daily schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns on smart lights [ACTION_X].",LOCKED
IF ifttt email trigger,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF weather condition change,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires whenever a motion sensor detects movement nearby.,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time someone unknown rings the doorbell connected to the opener.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF generic button press,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when a motion sensor becomes clear.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you create a new link post on facebook.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF lock unlocked,", THEN power-cycles a smart switch in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN switches on the lights [ACTION_Z].",LOCKED
IF Arlo detects motion,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF generic button press,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF WeMo light is turned off,", THEN turns off smart lights [ACTION_W].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF quarter hour,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects warning smoke levels.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF daily schedule,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF wifi disconnected,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alarm is triggered,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF temperature rises above a threshold,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns on smart lights [ACTION_X].",LOCKED
IF an audio event is detected,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time somebody rings your ring doorbell.,", THEN activates a lighting scene in [ACTION_X].",LOCKED
IF Arlo detects motion,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your timer goes off.,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when there is a new membership for your channel.,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF github issue closed,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF washer done,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF kettle boiled,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area exited,", THEN turns off a light switch [ACTION_W].",LOCKED
IF sms received,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF radon is high,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a new photo is added to your camera roll.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF generic button press,", THEN turns off smart lights [ACTION_W].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger fires every time your myfox security system receives an alarm (detection, intrusion, silent alert, ...).",", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF apilio event,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF water heater energy high,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when there is a new membership for your channel.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF new public video is posted,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when your ewelink support 1-channel switch is turned on or off.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your smartthings device senses motion.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your smartthings device's presence is detected.,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time when a person is detected.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF wifi connected,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
IF ifttt hashtag email,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when there is a new membership for your channel.,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when time-of-day peak rates start or end.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF temperature falls below a threshold,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF camera motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time somebody rings your ring doorbell.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN turns on the light [ACTION_Y].",LOCKED
IF area entered,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF quarter hour,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN turns on smart lights [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ send ifttt a tagged sms by adding a hashtag symbol anywhere in the message (e.g. #ifttt).,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF daily schedule,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF temperature falls below a threshold,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF mentioned on Twitter,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alarm triggered,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF camera motion,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF Facebook status is posted,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
IF away mode switched,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alarm triggered,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your dishwasher door has been opened.,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF air quality is low,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunrise approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF ifttt email trigger,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF doorbell motion,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the button is pressed on your skybell hd.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF mentioned on Twitter,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF area entered,", THEN turns on smart lights [ACTION_X].",LOCKED
IF today weather report,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF meeting starts,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires at the hours where electricity in denmark is cheap.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alarm triggered,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your ge washer finishes a cycle.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your timer goes off.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF temperature falls below a threshold,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF doorbell motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
IF weekly schedule,", THEN turns on smart lights [ACTION_X].",LOCKED
IF wifi disconnected,", THEN turns off smart lights [ACTION_W].",LOCKED
IF temperature falls below a threshold,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time an event matches the specified criteria.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF ifttt hashtag email,", THEN turns off a light switch [ACTION_W].",LOCKED
IF calendar event is upcoming,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF new public video is posted,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when there is a new membership for your channel.,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires if you tap a gesture with a custom ifttt task matching the id of this trigger.,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your wemo light switches on.,", THEN turns on smart lights [ACTION_X].",LOCKED
IF area entered,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF ifttt email trigger,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF doorbell motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF today weather report,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the twitter user you specify tweets.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF quarter hour,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF area exited,", THEN turns off a light switch [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF generic button press,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weekly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF door locked,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you complete an item on your to do list.,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you log sleep above the target hours you specify.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when your mui board turned on night mode.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF WeMo light is turned on,", THEN turns off a light switch [ACTION_W].",LOCKED
IF asus device connect,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the cost of the device attached to your wemo insight switch rises above the daily value you specify.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a new tweet matches your search query. note: limited to 15 tweets per check.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
IF an audio event is detected,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF noise threshold exceeded,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunrise approaching,", THEN turns off a light switch [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN turns off the hood lighting [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous carbon monoxide levels.,", THEN turns on smart lights [ACTION_X].",LOCKED
IF misfit double press,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
IF flic clicked,", THEN turns off smart lights [ACTION_W].",LOCKED
IF generic button press,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you add a new reminder.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects warning smoke levels.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN turns on smart lights [ACTION_X].",LOCKED
IF area entered,", THEN turns on smart lights [ACTION_X].",LOCKED
IF oven finished,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the clock timer on your cooktop has elapsed.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN activates a lighting scene in [ACTION_X].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous carbon monoxide levels.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF an SMS is received,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF temperature rises above a threshold,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF generic button press,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires for an account that is on a dynamic pricing plan such as the residential hourly pricing program or other real time market rates whenever the average price changes.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area entered,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF withings motion detected,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you log sleep above the target hours you specify.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF new follower,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF generic button press,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF Caavo search performed,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF alarm triggered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF area entered,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF flic clicked,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF Arlo detects motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF a tweet is posted,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your smartthings device is switched on.,", THEN turns on smart lights [ACTION_X].",LOCKED
IF weekly schedule,", THEN turns on a light switch in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you submit any new note.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN turns off a light switch [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF calendar event is upcoming,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects warning smoke levels.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your timer goes off.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
IF ifttt email trigger,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when your smanos system is armed to away mode with no one in the house.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF noise threshold exceeded,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when you send an ifttt-command from your xtactor wristband.,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF area entered,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
IF flic clicked,", THEN toggles lights based on current state in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF tomorrow weather change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF wemo motion detected,", THEN turns on smart lights [ACTION_X].",LOCKED
IF ifttt hashtag email,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN turns on the hood lighting [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the you ask alexa what's on your to do list.,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF Android notification is received,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your timer goes off.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the humidity drops below a percentage you specify.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF Arlo detects motion,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF generic button press,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF daily schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
