id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory
kFdRJ5NP,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,ecobee,Set thermostat hold for X hours,This action will set the thermostat into a hold with the specified temperature for the specified number of hours.,Thermostat/Heating
kLsKGvCD,Kronaby,Pusher pressed,This trigger is fired from the assigned pusher on your Kronaby watch.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
kW2FGQNv,Google Assistant,Say a phrase with a number,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Set Nest thermostat to 68.” **Use the # symbol to specify where you'll say the number ingredient,Warmup Smart Thermostat,Set temperature,This action will set your thermostat to a specified temperature.,Thermostat/Heating
khLFxmW9,iOS Reminders,Reminder completed in list,This Trigger fires every time a new reminder is completed in a list you specify.,Netatmo Thermostat,Switch schedule,This Action will change the schedule for the corresponding home.,Thermostat/Heating
kmFYDbBw,Fort Collins Utilities Time of Day Pricing,BEFORE Time of Day Peak Rates START,This trigger fires before time-of-day peak rates start.,Honeywell Total Connect Comfort,Set temperature for a period of time,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.,Thermostat/Heating
ktX2LeWK,Android Device,Connects to a specific WiFi network,This Trigger fires every time your Android device connects to a WiFi network you specify.,ThermoSmart,Set temperature,This Action will set your ThermoSmart to the temperature you specify.,Thermostat/Heating
kzRFdkCS,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
m9Ry4B3A,ComEd,Peak Time Savings - Savings Hours Announced,This trigger activates whenever Peak Time Savings Hours are announced and during various stages of an event.,ecobee,Set thermostat indefinite hold,This action will set the thermostat into an indefinite hold with the specified temperature.,Thermostat/Heating
mBHqv46y,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
mDFVUfRX,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
mLDuhHXQ,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
mN87fFic,True Energy Smart Home Denmark,Electricity in Denmark is Cheap,This trigger fires at the hours where electricity in Denmark is cheap.,Home Connect Fridge Freezer,Set refrigerator temperature,This action will set the refrigerator temperature.,Thermostat/Heating
mQvV9ZbP,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
mTmcPA8Q,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Sensibo,Turn A/C on,"Turn your A/C on with a set temperature, mode and fan level.",Thermostat/Heating
mUqBaT86,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
mbRmujcG,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
mcqeiSr5,TP-Link Router,Device Disconnects,This trigger fires every time a previously-connected device disconnects from your TP-Link router.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
me2m5UZn,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
mih7xBdK,Note widget,Any new note,This trigger fires every time you submit any new note.,Wink: Aros,Turn A/C on,This Action will turn your Aros A/C on and set to a temperature you specify.,Thermostat/Heating
mirKDuEL,Location,You exit an area,This Trigger fires every time you exit an area you specify.,ecobee,Set thermostat comfort profile for X hours,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect for the specified number of hours.,Thermostat/Heating
msVTLuxH,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Heatmiser,Set Temperature,The Action will set the temperature on the selected Heatmiser Thermostat.,Thermostat/Heating
mseYL6SC,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
muNhpekd,True Energy Smart Home Norway,Electricity in Norway is Expensive,This trigger fires at the hours where electricity in Norway is expensive.,Home Connect Fridge Freezer,Set freezer temperature,This action will set the freezer temperature.,Thermostat/Heating
mx5EumkT,Apilio,Receive an event from Apilio,This trigger fires every time IFTTT receives a specific event from Apilio.,Heatmiser,Set Standby Mode,This Action will activate Standby Mode on the selected Heatmiser Thermostat.,Thermostat/Heating
n4TZhCrm,Nest Protect,Carbon monoxide warning,This Trigger fires every time the Nest Protect you specify detects warning carbon monoxide levels.,Hive Active Heating™ - UK and Europe,Turn off thermostat ,This Action will set the heating mode to off.,Thermostat/Heating
nBtPWpZV,Google Calendar,Event from search starts,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
nFbzBSmc,Fort Collins Utilities Time of Day Pricing,BEFORE Time of Day Peak Rates START,This trigger fires before time-of-day peak rates start.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
nKVsxEjy,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
nSKQBqi4,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Warmup Smart Thermostat,Set temperature,This action will set your thermostat to a specified temperature.,Thermostat/Heating
nSxvWmwy,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Netatmo Thermostat,Set to away mode,This Action will set your home to away mode.,Thermostat/Heating
nVm8a24x,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
nZurn9GP,Button widget,Button press,This trigger fires every time you press the button.,AQUAREA Smart Cloud,Change Heat Mode settings (for direct setting),This action will change operation settings for Heat Mode in your device. This action is for devices not set to work with compensation curve setting.,Thermostat/Heating
ncSDQ39T,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
nkivr9bK,Netatmo Weather Station,Temperature rises above,This Trigger fires every time the temperature rises above a value you specify.,Sensibo,Turn A/C on,"Turn your A/C on with a set temperature, mode and fan level.",Thermostat/Heating
npAJFq8t,Particle,New event published,This Trigger fires when an interesting event comes from a particular device. Send events using Particle.publish.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
nuXsydEB,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,ecobee,Set thermostat hold until next transition,This action will set the thermostat into a hold with the specified temperature and the end date/time will be set to the next climate transition in the program.,Thermostat/Heating
nvdQa4yB,Location,You enter an area,This Trigger fires every time you enter an area you specify.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
pDHLExhR,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
pDcz7gVi,Button widget,Button press,This trigger fires every time you press the button.,tadoº Heating,Turn heating off,This Action will turn your heating off.,Thermostat/Heating
pRvXJ5Ya,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
pSNrq3at,Android Device,Connects to a specific WiFi network,This Trigger fires every time your Android device connects to a WiFi network you specify.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
pVrCc5ju,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Wink: Aros,Turn A/C on,This Action will turn your Aros A/C on and set to a temperature you specify.,Thermostat/Heating
pW27fqZj,Fort Collins Utilities Time of Day Pricing,Time of Day Peak Rates START/END,This trigger fires when time-of-day peak rates start or end.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
paCfHpc9,tadoº Heating,tado⁠° switches to Away Mode,This trigger fires when tado⁠° switches to Away Mode.,tadoº Heating,Return to tado⁠° automatic control,"This Action will return control of your heating to tado⁠°, using your user-defined settings (e.g. location and Smart Schedule) to automatically determine the right room temperature.",Thermostat/Heating
ps9QSmvM,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
ptuHrYMg,Smart Home Solution,We detect that the home is empty,This trigger fires when every family member has left.,Netatmo Thermostat,Set to away mode,This Action will set your home to away mode.,Thermostat/Heating
pxniQaTz,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
q2jwaAWy,Google Assistant,Say a phrase with a number,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Set Nest thermostat to 68.” **Use the # symbol to specify where you'll say the number ingredient,Nefit Easy,Set room temperature,This Action will set the current room temperature to a level of your choice. This temperature level can be adjusted manually or if Clock Mode is activated.,Thermostat/Heating
q6ixGPpC,Location,You exit an area,This Trigger fires every time you exit an area you specify.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
q8q3vecg,Button widget,Button press,This trigger fires every time you press the button.,Heatmiser,Set temperature hold,This Action will enable a temperature hold on the selected Heatmiser Thermostat.,Thermostat/Heating
qB63wcrJ,SmartThings,Temperature rises above,This Trigger fires every time your SmartThings device detects temperatures above a value you specify.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
qG7cjBdm,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature range,This Action will set a Nest Thermostat in Heat-Cool mode to the temperature range you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
qHA7qVDb,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Sensibo,Turn A/C on,"Turn your A/C on with a set temperature, mode and fan level.",Thermostat/Heating
qKC7LSaY,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
qPd8YgsC,ComEd,Peak Time Savings - Savings Hours Announced,This trigger activates whenever Peak Time Savings Hours are announced and during various stages of an event.,ecobee,Set thermostat indefinite hold,This action will set the thermostat into an indefinite hold with the specified temperature.,Thermostat/Heating
qQtSPkX9,Button widget,Button press,This trigger fires every time you press the button.,Sensibo,Turn A/C on,"Turn your A/C on with a set temperature, mode and fan level.",Thermostat/Heating
qQtzPVaT,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,ecobee,Set thermostat hold for X hours,This action will set the thermostat into a hold with the specified temperature for the specified number of hours.,Thermostat/Heating
qRE5HPjG,MESH,Event from MESH app received,This Trigger fires every time your IFTTT Tag on MESH app receives an input signal from the other Tag.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
qSMficTV,Google Wifi,Device Disconnects,This Trigger fires every time a device disconnects from Google Wifi.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
qYaAWSLr,Scout Alarm,Mode armed,This Trigger fires when a mode is armed.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
qYpLrheK,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Heatmiser,Set Temperature,The Action will set the temperature on the selected Heatmiser Thermostat.,Thermostat/Heating
qbtkQEnA,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Hive Active Heating™ - UK and Europe,Turn off thermostat ,This Action will set the heating mode to off.,Thermostat/Heating
qetgKEFx,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Nest Thermostat,Set temperature range,This Action will set a Nest Thermostat in Heat-Cool mode to the temperature range you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
qftkiaWc,Google Assistant,Say a phrase with a number,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Set Nest thermostat to 68.” **Use the # symbol to specify where you'll say the number ingredient,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
qgEM3zhn,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Netatmo Thermostat,Go back to schedule,This Action will order your home to go back to default schedule.,Thermostat/Heating
qhKWL8yC,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Wink: Aros,Turn A/C on,This Action will turn your Aros A/C on and set to a temperature you specify.,Thermostat/Heating
qiXQepAP,ComEd,Carbon Quality,Indicates whether the carbon is clean or dirty,ecobee,Set thermostat indefinite hold,This action will set the thermostat into an indefinite hold with the specified temperature.,Thermostat/Heating
qmwn2cMh,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
qnjytvL7,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
qtQE2Nen,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
quEDLSgG,ComEd,Peak Time Savings - Savings Hours Announced,This trigger activates whenever Peak Time Savings Hours are announced and during various stages of an event.,ecobee,Set thermostat comfort profile for X hours,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect for the specified number of hours.,Thermostat/Heating
qvGjSXVE,Android Device,Connects to a specific WiFi network,This Trigger fires every time your Android device connects to a WiFi network you specify.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
qwksUF2u,Google Calendar,Event from search starts,"This Trigger fires a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location. Ingredient will be based on the zone set in Google.",BDR Thermea Group,Set mode,This action will set the heating mode of the thermostat.,Thermostat/Heating
r3dUnzqE,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
r6wyudJi,Date & Time,Every hour at,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.",Honeywell Total Connect Comfort,Set fan to on or auto,This Action will set the Honeywell thermostat fan to On where the fan is always on or Auto where the fan runs only when the heating or cooling system is on.,Thermostat/Heating
rCHje9z3,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Honeywell Total Connect Comfort,Set temperature for a period of time,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.,Thermostat/Heating
rGs6jBmr,Knocki,Gesture with task matching ID occurs,This trigger fires if you tap a gesture with a custom IFTTT task matching the ID of this trigger.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
rLJvP7fg,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,GE Appliances Window AC,Set target temperature,This Action will set a target temperature on your window ac unit.,Thermostat/Heating
rLrYRV3J,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
reRidQvz,Nest Cam,New motion event,This Trigger fires every time the camera detects a motion event.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
rhkiF2Kx,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,Mysa Thermostat,Change the setpoint,This action will change the setpoint of a device to the desired value.,Thermostat/Heating
rhreCNQS,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
riGgKCS3,iHome Enhance,iHome Enhance button is pressed,This trigger fires when an iHome Enhance button is pressed,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
riQ3kmJ5,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
rjx78GnU,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Netatmo Thermostat,Set to manual mode,This Action will set your thermostat to manual mode.,Thermostat/Heating
rnk8qfrp,Location,You enter or exit an area,This Trigger fires every time you enter or exit an area you specify.,BDR Thermea Group,Set temperature,This action will set the temperature on the thermostat.,Thermostat/Heating
rsnimYDd,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Honeywell Total Connect Comfort,Set temperature to a permanent hold,This Action will set your Honeywell thermostat to permanently hold the specified temperature until you change it.,Thermostat/Heating
rt3iQmyx,Location,You enter an area,This Trigger fires every time you enter an area you specify.,ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
s23CRVpZ,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
s5MDve8z,Acer Air Monitor,Button pressed,This trigger fires when the button on Air Monitor is pressed briefly.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
s72gpeW4,True Energy Smart Home Denmark,Electricity in Denmark is Expensive,This trigger fires at the hours where electricity in Denmark is expensive.,Home Connect Fridge Freezer,Set freezer temperature,This action will set the freezer temperature.,Thermostat/Heating
sArsmWVM,Button widget,Button press,This trigger fires every time you press the button.,Netatmo Thermostat,Go back to schedule,This Action will order your home to go back to default schedule.,Thermostat/Heating
sQjMiuJw,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
sXmGs6xr,Apilio,Receive an event from Apilio,This trigger fires every time IFTTT receives a specific event from Apilio.,Heatmiser,Set Standby Mode,This Action will activate Standby Mode on the selected Heatmiser Thermostat.,Thermostat/Heating
sartxEYh,Wireless Tag,Door or window is closed,This Trigger fires when a specified motion sensor tag(s) or reed sensor(s) detect that a door or window is closed.,Heatmiser,Cancel Standby Mode,This Action will cancel Standby Mode on the selected Heatmiser Thermostat.,Thermostat/Heating
sh9NRUBu,ComEd,Peak Time Savings - Savings Hours Announced,This trigger activates whenever Peak Time Savings Hours are announced and during various stages of an event.,ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
smB82dQe,Apilio,Receive an event from Apilio,This trigger fires every time IFTTT receives a specific event from Apilio.,Heatmiser,Cancel Standby Mode,This Action will cancel Standby Mode on the selected Heatmiser Thermostat.,Thermostat/Heating
svqK9GeU,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,BDR Thermea Group,Set mode,This action will set the heating mode of the thermostat.,Thermostat/Heating
sxfyuncW,Button widget,Button press,This trigger fires every time you press the button.,Honeywell Total Connect Comfort,Set temperature for a period of time,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.,Thermostat/Heating
syXxDC4Z,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,Nefit Easy,Set room temperature,This Action will set the current room temperature to a level of your choice. This temperature level can be adjusted manually or if Clock Mode is activated.,Thermostat/Heating
t7DSTHM8,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Honeywell Total Connect Comfort,Set fan to on or auto,This Action will set the Honeywell thermostat fan to On where the fan is always on or Auto where the fan runs only when the heating or cooling system is on.,Thermostat/Heating
t7pmQtNM,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
tGPyKvBn,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
tHenRy95,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Honeywell Total Connect Comfort,Resume programmed schedule,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.,Thermostat/Heating
tSBiD5Mp,Nest Thermostat,Temperature drops below,This Trigger fires every time the temperature drops below a threshold you specify.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
tX4P9srv,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
tYrFcdNG,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",AQUAREA Smart Cloud,Change Heat Mode settings,This action will change operation settings for Heat Mode in your device. ,Thermostat/Heating
u7qrcexb,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
u8BvcXJj,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Honeywell Total Connect Comfort,Resume programmed schedule,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.,Thermostat/Heating
uFA2gD4C,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
uFdVX9ub,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
